Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A2,Please go away,Stop loving them,Thank them now,Close it now,1,1354,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A4,Drink this please,Please go away,Thank them now,Close it now,1,1355,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A3,Stop loving them,Open the door,Please go away,Thank them now,1,1356,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A4,Stop loving them,Close it now,Drink this please,Thank them now,1,1357,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A4,Please go away,Drink this please,Thank them now,Stop loving them,1,1358,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A1,Thank them now,Stop loving them,Open the door,Drink this please,1,1359,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Close it now,Open the door,Stop loving them,Please go away,1,1360,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A4,Stop loving them,Drink this please,Open the door,Please go away,1,1361,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A3,Open the door,Thank them now,Close it now,Please go away,1,1362,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A4,Drink this please,Please go away,Open the door,Stop loving them,1,1363,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A4,Thank them now,Open the door,Close it now,Stop loving them,1,1364,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A1,Open the door,Thank them now,Stop loving them,Drink this please,1,1365,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A2,Stop loving them,Thank them now,Please go away,Open the door,1,1366,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A4,Open the door,Stop loving them,Please go away,Thank them now,1,1367,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A2,Close it now,Stop loving them,Please go away,Open the door,1,1368,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A2,Please go away,Stop loving them,Open the door,Close it now,1,1369,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A3,Thank them now,Open the door,Close it now,Drink this please,1,1370,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Thank them now,Open the door,Please go away,Drink this please,1,1371,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A2,Thank them now,Stop loving them,Close it now,Drink this please,1,1372,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A2,Open the door,Close it now,Drink this please,Please go away,1,1373,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A4,Please go away,Open the door,Close it now,Stop loving them,1,1374,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A4,Open the door,Close it now,Thank them now,Drink this please,1,1375,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A1,Open the door,Close it now,Thank them now,Stop loving them,1,1376,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A2,Stop loving them,Thank them now,Close it now,Open the door,1,1377,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A4,Thank them now,Open the door,Stop loving them,Close it now,1,1378,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A1,Drink this please,Thank them now,Stop loving them,Close it now,1,1379,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A2,Drink this please,Thank them now,Open the door,Please go away,1,1380,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A4,Please go away,Close it now,Open the door,Drink this please,1,1381,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A1,Please go away,Stop loving them,Close it now,Open the door,1,1382,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A2,Open the door,Close it now,Thank them now,Drink this please,1,1383,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A2,Thank them now,Please go away,Drink this please,Stop loving them,1,1384,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A1,Open the door,Drink this please,Please go away,Close it now,1,1385,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A4,Please go away,Close it now,Thank them now,Drink this please,1,1386,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A4,Drink this please,Open the door,Close it now,Please go away,1,1387,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Please go away,Open the door,Stop loving them,Close it now,1,1388,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A3,Drink this please,Please go away,Stop loving them,Thank them now,1,1389,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A1,Close it now,Drink this please,Thank them now,Please go away,1,1390,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A3,Close it now,Open the door,Drink this please,Please go away,1,1391,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Thank them now,Open the door,Please go away,Drink this please,1,1392,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A1,Stop loving them,Open the door,Close it now,Thank them now,1,1393,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A3,Thank them now,Open the door,Please go away,Drink this please,1,1394,28
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Thank them now,Open the door,Please go away,Close it now,1,1395,28
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑?,⠙⠗⠊⠝⠅ ⠞⠓⠊⠎ ⠏⠇⠑⠁⠎⠑,Q_A4,Stop loving them,Close it now,Thank them now,Drink this please,1,1396,28
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺?,⠞⠓⠁⠝⠅ ⠞⠓⠑⠍ ⠝⠕⠺,Q_A1,Thank them now,Close it now,Drink this please,Stop loving them,1,1397,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽?,⠏⠇⠑⠁⠎⠑ ⠛⠕ ⠁⠺⠁⠽,Q_A1,Please go away,Drink this please,Thank them now,Stop loving them,1,1398,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A3,Close it now,Drink this please,Stop loving them,Please go away,1,1399,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A1,Close it now,Open the door,Drink this please,Please go away,1,1400,28
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A1,Play with them,Please stop there,They love food,Who goes there?,1,1401,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A4,They love food,Play with them,Who goes there?,Please stop there,1,1402,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A3,I thank them,They love food,Eat food now,Play with them,1,1403,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A3,Play with them,Eat food now,Please stop there,I thank them,1,1404,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A2,I thank them,Eat food now,Who goes there?,Play with them,1,1405,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A4,I thank them,Play with them,Please stop there,Eat food now,1,1406,29
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍?,⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍,Q_A2,Eat food now,I thank them,Please stop there,Who goes there?,1,1407,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A4,Please stop there,Eat food now,I thank them,Who goes there?,1,1408,29
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍?,⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍,Q_A2,Eat food now,I thank them,Play with them,Please stop there,1,1409,29
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍?,⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍,Q_A2,Eat food now,I thank them,Please stop there,They love food,1,1410,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A1,Play with them,Please stop there,I thank them,Who goes there?,1,1411,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A2,Please stop there,Who goes there?,Play with them,Eat food now,1,1412,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A2,Who goes there?,Eat food now,Play with them,They love food,1,1413,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A3,I thank them,They love food,Eat food now,Who goes there?,1,1414,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A4,They love food,I thank them,Who goes there?,Please stop there,1,1415,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A3,Please stop there,Eat food now,Who goes there?,I thank them,1,1416,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A4,I thank them,Please stop there,They love food,Play with them,1,1417,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A3,They love food,Play with them,Eat food now,Please stop there,1,1418,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A3,I thank them,Eat food now,Please stop there,Play with them,1,1419,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A4,Play with them,I thank them,Please stop there,Who goes there?,1,1420,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A3,I thank them,Who goes there?,Play with them,They love food,1,1421,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A1,Eat food now,Please stop there,They love food,I thank them,1,1422,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A4,Please stop there,I thank them,They love food,Eat food now,1,1423,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A2,Who goes there?,Please stop there,Eat food now,I thank them,1,1424,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A1,Play with them,Eat food now,Who goes there?,They love food,1,1425,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A1,Who goes there?,Please stop there,I thank them,They love food,1,1426,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A4,Eat food now,I thank them,Play with them,Who goes there?,1,1427,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A4,Please stop there,I thank them,They love food,Who goes there?,1,1428,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A4,They love food,Eat food now,Please stop there,Play with them,1,1429,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A4,I thank them,Please stop there,Eat food now,Play with them,1,1430,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A1,They love food,Please stop there,Play with them,I thank them,1,1431,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A2,Please stop there,Who goes there?,Eat food now,Play with them,1,1432,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A4,Eat food now,Please stop there,I thank them,Who goes there?,1,1433,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A1,They love food,Please stop there,Eat food now,Who goes there?,1,1434,29
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍?,⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍,Q_A2,They love food,I thank them,Please stop there,Play with them,1,1435,29
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍?,⠊ ⠞⠓⠁⠝⠅ ⠞⠓⠑⠍,Q_A2,Play with them,I thank them,They love food,Who goes there?,1,1436,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A1,They love food,Who goes there?,Eat food now,Play with them,1,1437,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A1,They love food,Please stop there,I thank them,Who goes there?,1,1438,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A3,Please stop there,Who goes there?,They love food,Eat food now,1,1439,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A1,Please stop there,Play with them,Who goes there?,They love food,1,1440,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A3,I thank them,Eat food now,Play with them,Please stop there,1,1441,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A3,Play with them,Please stop there,They love food,Who goes there?,1,1442,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A3,Play with them,Please stop there,Eat food now,Who goes there?,1,1443,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A3,Please stop there,Who goes there?,Eat food now,I thank them,1,1444,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A4,Who goes there?,Play with them,Please stop there,They love food,1,1445,29
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺?,⠑⠁⠞ ⠋⠕⠕⠙ ⠝⠕⠺,Q_A4,Play with them,Who goes there?,I thank them,Eat food now,1,1446,29
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑??,⠺⠓⠕ ⠛⠕⠑⠎ ⠞⠓⠑⠗⠑?,Q_A2,Please stop there,Who goes there?,Eat food now,I thank them,1,1447,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍?,⠏⠇⠁⠽ ⠺⠊⠞⠓ ⠞⠓⠑⠍,Q_A3,Please stop there,I thank them,Play with them,They love food,1,1448,29
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠇⠕⠧⠑ ⠋⠕⠕⠙,Q_A3,Please stop there,Who goes there?,They love food,Play with them,1,1449,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑?,⠏⠇⠑⠁⠎⠑ ⠎⠞⠕⠏ ⠞⠓⠑⠗⠑,Q_A4,Play with them,Eat food now,I thank them,Please stop there,1,1450,29
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠏⠇⠁⠽ ⠝⠕⠺?,⠏⠇⠑⠁⠎⠑ ⠏⠇⠁⠽ ⠝⠕⠺,Q_A4,Stop helping me,Where do you play?,Why do we eat?,Please play now,1,1451,30
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠓⠑⠇⠏⠊⠝⠛ ⠍⠑?,⠎⠞⠕⠏ ⠓⠑⠇⠏⠊⠝⠛ ⠍⠑,Q_A3,Where do you play?,What do we need?,Stop helping me,Why do we eat?,1,1452,30
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠗⠑ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A1,Where do you play?,Stop helping me,Please play now,Why do we eat?,1,1453,30
